"Populatie";"Geslacht";"Persoonskenmerken";"Reismotieven";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per dag /Verplaatsingen  (aantal)";"Gemiddeld per persoon per dag /Afstand  (reizigerskilometers)";"Gemiddeld per persoon per dag /Reisduur (minuten)"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2018";"Nederland";"    3.28";"   36.22";"   81.59"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2019";"Nederland";"    2.97";"   33.35";"   72.41"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2020";"Nederland";"    2.73";"   33.85";"   72.25"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2021";"Nederland";"    2.64";"   28.04";"   69.57"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.35";"       .";"    9.41"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Van en naar het werk";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Van en naar het werk";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Van en naar het werk";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2018";"Nederland";"    2.78";"   35.72";"   73.68"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2019";"Nederland";"    2.71";"   35.56";"   73.54"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2020";"Nederland";"    2.36";"   24.76";"   61.90"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2021";"Nederland";"    2.51";"   26.99";"   69.43"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.55";"   10.78";"   16.42"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.51";"    9.93";"   15.29"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.37";"    6.32";"    9.78"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.37";"    6.26";"    9.66"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2018";"Nederland";"    2.24";"   24.70";"   61.26"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2019";"Nederland";"    2.16";"   24.46";"   59.69"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2020";"Nederland";"    1.85";"   16.88";"   49.82"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2021";"Nederland";"    2.09";"   20.43";"   59.19"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.40";"    5.62";"    9.73"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.38";"    5.27";"    9.05"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.29";"    3.55";"    6.30"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.31";"    4.03";"    6.92"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2018";"Nederland";"    2.91";"   39.78";"   77.90"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2019";"Nederland";"    2.85";"   38.75";"   77.14"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2020";"Nederland";"    2.52";"   27.99";"   64.50"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2021";"Nederland";"    2.64";"   30.68";"   71.90"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.68";"   12.42";"   18.93"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.63";"   10.56";"   17.05"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.51";"    7.78";"   12.58"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.52";"    7.98";"   12.56"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2018";"Nederland";"    3.10";"   48.94";"   88.06"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2019";"Nederland";"    3.02";"   49.23";"   88.70"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2020";"Nederland";"    2.65";"   32.06";"   71.56"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2021";"Nederland";"    2.72";"   33.11";"   77.23"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.74";"   16.61";"   24.72"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.67";"   15.80";"   23.16"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.43";"    8.66";"   12.62"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.41";"    7.93";"   11.76"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2018";"Nederland";"    3.35";"   37.64";"   78.60"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2019";"Nederland";"    3.29";"   35.75";"   77.10"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2020";"Nederland";"    2.91";"   26.51";"   67.41"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2021";"Nederland";"    3.06";"   29.05";"   75.28"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.82";"   11.27";"   20.46"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.74";"    9.86";"   18.82"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.60";"    7.15";"   13.61"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.62";"    7.34";"   14.06"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2018";"Nederland";"    2.98";"   52.66";"   86.45"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2019";"Nederland";"    2.92";"   53.08";"   86.57"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2020";"Nederland";"    2.60";"   36.23";"   70.88"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2021";"Nederland";"    2.71";"   37.68";"   76.15"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2018";"Nederland";"    1.03";"   23.75";"   33.66"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.94";"   21.66";"   31.05"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.67";"   13.51";"   19.31"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.65";"   12.96";"   18.30"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2018";"Nederland";"    2.85";"   25.90";"   70.15"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2019";"Nederland";"    2.79";"   25.67";"   69.35"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2020";"Nederland";"    2.27";"   17.53";"   58.15"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2021";"Nederland";"    2.46";"   20.13";"   68.08"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.17";"    1.68";"    4.03"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.15";"    1.57";"    3.56"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.12";"    0.77";"    2.25"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.14";"    0.96";"    2.62"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2018";"Nederland";"    2.45";"   23.62";"   67.49"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2019";"Nederland";"    2.36";"   20.77";"   65.65"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2020";"Nederland";"    2.12";"   16.30";"   53.21"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2021";"Nederland";"    2.01";"   17.42";"   59.14"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.15";"    1.55";"    3.88"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.14";"    1.34";"    3.02"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2018";"Nederland";"    2.37";"   19.94";"   61.19"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2019";"Nederland";"    2.21";"   17.88";"   57.94"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2020";"Nederland";"    1.89";"   12.67";"   48.18"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2021";"Nederland";"    2.12";"   16.95";"   55.21"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.14";"    1.24";"    3.18"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.11";"    0.78";"    2.35"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.07";"    0.43";"    1.20"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.09";"       .";"    1.89"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2018";"Nederland";"    2.14";"   26.00";"   64.63"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2019";"Nederland";"    2.10";"   25.22";"   64.71"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2020";"Nederland";"    1.88";"   17.21";"   54.82"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2021";"Nederland";"    2.07";"   20.43";"   64.69"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.12";"    1.36";"    2.67"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.11";"    1.26";"    2.37"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.08";"    0.84";"    1.60"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.08";"    0.89";"    1.69"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2018";"Nederland";"    2.52";"   24.03";"   61.17"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2019";"Nederland";"    2.33";"   24.12";"   61.86"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2020";"Nederland";"    1.94";"   16.33";"   49.51"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2021";"Nederland";"    2.14";"   18.20";"   58.98"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.27";"    3.15";"    6.14"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.25";"    2.92";"    5.67"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.19";"    1.97";"    3.84"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.18";"    1.97";"    4.04"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2018";"Nederland";"    2.90";"   44.55";"   78.74"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2019";"Nederland";"    2.86";"   44.32";"   79.24"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2020";"Nederland";"    2.61";"   31.86";"   68.02"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2021";"Nederland";"    2.69";"   33.97";"   74.03"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.72";"   15.70";"   21.45"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.66";"   14.02";"   19.41"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.50";"    9.24";"   13.00"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.48";"    9.08";"   12.51"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2018";"Nederland";"    2.99";"   43.63";"   80.79"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2019";"Nederland";"    2.90";"   43.48";"   79.59"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2020";"Nederland";"    2.58";"   29.83";"   66.65"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2021";"Nederland";"    2.73";"   31.82";"   73.92"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.64";"   12.78";"   19.18"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.59";"   11.82";"   17.61"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.44";"    7.80";"   11.28"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.45";"    7.44";"   11.24"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2018";"Nederland";"    2.84";"   34.61";"   82.33"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2019";"Nederland";"    2.77";"   34.62";"   82.63"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2020";"Nederland";"    2.24";"   20.59";"   62.90"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2021";"Nederland";"    2.49";"   23.57";"   72.67"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.64";"    9.83";"   20.10"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.55";"    9.02";"   17.97"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.35";"    4.50";"    9.78"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.37";"    4.52";"    9.83"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2018";"Nederland";"    2.13";"   21.75";"   63.71"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2019";"Nederland";"    1.99";"   20.95";"   62.45"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2020";"Nederland";"    1.57";"   12.94";"   46.92"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2021";"Nederland";"    1.77";"   16.06";"   57.58"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.38";"    4.46";"   11.04"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.36";"    4.75";"   11.59"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.24";"    2.34";"    6.66"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.26";"    2.73";"    7.04"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2018";"Nederland";"    2.95";"   19.67";"   63.28"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2019";"Nederland";"    2.89";"   19.98";"   63.39"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.36";"   14.27";"   56.39"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.58";"   16.08";"   65.79"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.08";"    0.40";"    1.23"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.07";"       .";"    1.27"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.06";"    0.18";"    0.83"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.07";"    0.26";"    1.07"
"Populatie: 6 jaar of ouder";"Mannen";"Totaal personen";"Totaal";"Waarde";"2018";"Nederland";"    2.68";"   40.93";"   77.77"
"Populatie: 6 jaar of ouder";"Mannen";"Totaal personen";"Totaal";"Waarde";"2019";"Nederland";"    2.62";"   40.72";"   77.80"
"Populatie: 6 jaar of ouder";"Mannen";"Totaal personen";"Totaal";"Waarde";"2020";"Nederland";"    2.31";"   28.36";"   64.71"
"Populatie: 6 jaar of ouder";"Mannen";"Totaal personen";"Totaal";"Waarde";"2021";"Nederland";"    2.44";"   30.70";"   72.25"
"Populatie: 6 jaar of ouder";"Mannen";"Totaal personen";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.62";"   14.00";"   19.85"
"Populatie: 6 jaar of ouder";"Mannen";"Totaal personen";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.57";"   12.77";"   18.33"
"Populatie: 6 jaar of ouder";"Mannen";"Totaal personen";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.42";"    8.03";"   11.63"
"Populatie: 6 jaar of ouder";"Mannen";"Totaal personen";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.42";"    7.94";"   11.51"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd:6 tot 12 jaar";"Totaal";"Waarde";"2018";"Nederland";"    3.11";"   18.53";"   62.32"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd:6 tot 12 jaar";"Totaal";"Waarde";"2019";"Nederland";"    3.13";"   17.01";"   59.46"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd:6 tot 12 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.62";"   14.00";"   61.00"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd:6 tot 12 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.77";"   14.48";"   66.49"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd:6 tot 12 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd:6 tot 12 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd:6 tot 12 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
